MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
4.953       31.69       0.8824      0.1902      1.671       48.55       12.14       0.005827    0.7186      0.4877      0.3013      
0.1632      30.09       0.974       0.4748      1.765       55.37       13.84       0.00954     0.635       0.1315      0.6709      
4.137       37.25       0.8906      0.3956      1.743       57.51       14.38       0.004487    0.6931      0.7326      0.735       
3.155       58.27       0.9036      0.2429      1.492       63.86       15.97       0.003876    0.7503      0.6137      0.3433      
6.767       34.15       0.8644      0.1598      1.677       52.6        13.15       0.005002    0.7424      0.5441      0.3736      
6.341       41.21       0.8608      0.3154      1.64        43.2        10.8        0.006687    0.7         0.4972      0.5019      
1.744       72.61       0.9612      0.2342      1.632       50.45       12.61       0.006188    0.7203      0.6202      0.2784      
0.04346     6.035       0.9617      0.2792      1.57        76.03       19.01       0.007193    0.7358      0.6177      0.5636      
4.362       57.63       0.902       0.3951      1.523       35.58       8.895       0.005796    0.7742      0.6221      0.4036      
1.284       60.31       0.948       0.2169      2.018       26.61       6.653       0.009432    0.6469      1.687       0.1937      
5.87        31.64       0.8688      0.3588      1.505       37.62       9.405       0.006175    0.7742      0.5937      0.4074      
0.9973      57.82       0.9776      0.1251      1.339       64.57       16.14       0.006144    0.6845      0.772       0.9226      
1.119       40.07       0.9657      0.2889      1.496       51.28       12.82       0.008759    0.8172      0.566       0.7963      
0.5708      24.79       0.9842      0.1487      1.502       74.97       18.74       0.003146    0.7105      0.1725      0.08353     
2.112       22.63       0.9528      0.2516      1.468       65.32       16.33       0.007653    0.7477      0.5584      0.1174      
4.217       59.19       0.9117      0.4797      1.475       57.83       14.46       0.004421    0.7067      0.9107      0.3603      
2.888       33.74       0.9333      0.1629      1.675       64.59       16.15       0.004641    0.8176      0.8121      0.4159      
4.361       46.36       0.8969      0.3699      1.468       54.18       13.54       0.006102    0.7637      0.9525      0.6782      
7.131       42.86       0.844       0.2666      1.459       40.27       10.07       0.006535    0.7178      0.2775      0.4367      
2.428       65.68       0.9369      0.4138      1.432       69.79       17.45       0.008651    0.7394      0.05734     0.7804      
2.46        49.13       0.9401      0.1148      1.716       57.11       14.28       0.003924    0.7133      0.8223      0.1641      
0.2825      26.24       0.9896      0.3478      1.492       78.98       19.74       0.008568    0.6541      1.156       0.9258      
0.1575      77.89       0.9576      0.4461      1.789       41.22       10.3        0.009838    0.6658      0.1124      0.6826      
5.119       28.64       0.8881      0.2012      1.509       33.92       8.481       0.007418    0.7415      0.7917      0.3365      
0.9252      48.49       0.9538      0.4642      1.259       69.59       17.4        0.009365    0.7546      1.364       0.484       
4.902       35.8        0.8853      0.4921      1.803       42.91       10.73       0.007447    0.7267      0.5292      0.373       
5.95        41.3        0.869       0.2881      1.521       55.55       13.89       0.006416    0.7505      0.4818      0.5729      
2.157       25.11       0.9375      0.4001      1.791       57.91       14.48       0.005187    0.7049      1.474       0.2578      
1.66        72.72       0.9527      0.289       1.557       30.41       7.604       0.004159    0.8176      1.125       0.3911      
2.698       53.09       0.9237      0.3089      1.35        36.67       9.168       0.006903    0.7899      0.8287      0.4534      
5.757       33.14       0.8659      0.4658      1.619       35.84       8.96        0.004226    0.7345      0.3503      0.3496      
0.512       49.14       0.9611      0.1456      1.595       86.21       21.55       0.007861    0.6126      0.74        0.1394      
4.413       30.57       0.8891      0.3148      1.718       57.72       14.43       0.008098    0.7724      0.01799     0.2542      
2.482       51.49       0.9138      0.4012      1.89        42.82       10.71       0.005402    0.6612      1.491       0.8635      
5.518       35.3        0.8846      0.1176      1.795       50.38       12.6        0.007597    0.7309      0.8044      0.4527      
0.3126      42.44       0.9718      0.4202      1.564       75.01       18.75       0.009406    0.6805      0.6238      0.2575      
5.134       53.8        0.8795      0.2065      1.413       41.67       10.42       0.006783    0.7394      0.2264      0.4062      
0.9492      71.02       0.947       0.2396      2.015       35.15       8.787       0.00725     0.7664      1.399       0.6976      
0.4219      17.72       0.9913      0.1324      1.757       75.14       18.78       0.007558    0.8186      1.001       0.6471      
6.584       41.43       0.8675      0.3307      1.527       41.03       10.26       0.006028    0.7583      0.2914      0.5561      
0.2581      54.4        0.9832      0.4209      1.895       65.48       16.37       0.009753    0.8121      1.796       0.7038      
2.582       28.31       0.9199      0.4847      1.499       29.29       7.322       0.008967    0.7138      1.182       0.2705      
0.5341      9.131       0.987       0.3915      1.59        79.74       19.93       0.008785    0.8191      1.485       0.1852      
0.5192      8.667       0.9501      0.1722      1.301       26.99       6.747       0.008699    0.8445      0.5904      0.9387      
0.4634      77.24       0.9708      0.4874      2.012       70.28       17.57       0.005732    0.747       0.668       0.8413      
0.2161      33.74       0.9504      0.1788      1.611       87.53       21.88       0.004551    0.7971      0.4936      0.755       
1.741       59.11       0.9263      0.3557      1.475       78.15       19.54       0.007288    0.7102      0.103       0.2063      
7.878       38.57       0.8375      0.1454      1.459       49.19       12.3        0.005336    0.7514      0.0398      0.5296      
7.676       46          0.8449      0.4306      1.443       46.6        11.65       0.005935    0.7668      0.157       0.5948      
2.067       43.44       0.9258      0.3775      1.503       31.53       7.883       0.008806    0.7992      0.1691      0.2147      
3.604       51.68       0.926       0.2548      1.582       54.68       13.67       0.005641    0.7247      0.1335      0.5133      
2.443       44.13       0.949       0.37        1.397       67.75       16.94       0.007614    0.7733      1.085       0.5413      
6.142       27.13       0.8585      0.4947      1.714       45.92       11.48       0.00545     0.7308      0.5034      0.575       
3.075       63.19       0.9313      0.4957      1.576       44.82       11.2        0.004219    0.7767      0.7109      0.7409      
2           19.16       0.9357      0.3381      1.822       36.67       9.167       0.004371    0.791       0.1431      0.2028      
0.0251      40.25       0.9555      0.4131      1.769       35.23       8.807       0.003111    0.7299      0.7011      0.945       
0.6865      48.09       0.9482      0.269       1.636       49.25       12.31       0.007452    0.7613      0.2509      0.293       
2.847       17.49       0.9231      0.1903      1.649       36.03       9.008       0.004989    0.7735      0.4913      0.1615      
2.987       66.38       0.925       0.4577      1.411       58.03       14.51       0.003817    0.74        0.4742      0.4335      
1.729       40.76       0.9525      0.4309      1.68        29.26       7.314       0.006657    0.6626      1.133       0.767       
1.125       17.55       0.9423      0.1875      2.103       30.64       7.661       0.005406    0.6754      1.739       0.1733      
0.6205      44.47       0.9442      0.4474      2.004       68.45       17.11       0.00361     0.8183      0.6969      0.9531      
2.546       37.26       0.9141      0.1741      2.022       67.59       16.9        0.005229    0.6631      0.2782      0.4592      
